date	KDC	DHG	VCB
07-11-2016	26.08	53.85	26.66
04-11-2016	26.08	53.90	25.74
03-11-2016	26.05	53.08	25.74
02-11-2016	26.08	53.35	26.04
01-11-2016	25.94	54.17	26.41
31-10-2016	26.30	53.90	26.48
28-10-2016	26.30	54.67	26.70
27-10-2016	26.23	53.74	26.70
26-10-2016	25.72	53.52	25.96
25-10-2016	26.08	53.35	26.30
24-10-2016	26.81	52.31	26.55
21-10-2016	27.53	55.27	26.99
20-10-2016	27.71	59.43	26.99
19-10-2016	27.17	59.92	26.99
18-10-2016	27.39	59.26	26.81
17-10-2016	27.17	59.92	26.77
14-10-2016	27.39	59.97	27.36
13-10-2016	27.46	60.25	27.44
12-10-2016	26.88	60.19	27.66
11-10-2016	26.95	59.15	27.80
10-10-2016	26.66	59.15	27.58
07-10-2016	27.06	61.01	27.91
06-10-2016	27.06	61.23	28.21
05-10-2016	26.81	61.29	28.10
04-10-2016	26.66	61.83	27.88
03-10-2016	27.39	63.64	27.88
30-09-2016	27.35	61.29	28.17
29-09-2016	27.68	60.25	28.17
28-09-2016	27.97	59.86	28.69
27-09-2016	28.26	60.47	28.39
26-09-2016	27.75	60.47	27.66
23-09-2016	27.46	59.10	27.47
22-09-2016	27.13	59.10	27.58
21-09-2016	26.88	60.74	27.55
20-09-2016	26.66	62.16	27.55
19-09-2016	26.45	62.38	26.96
16-09-2016	25.50	61.34	25.74
15-09-2016	26.30	60.19	26.48
14-09-2016	26.30	58.11	26.85
13-09-2016	26.48	57.18	26.48
12-09-2016	26.51	56.58	27.55
09-09-2016	26.58	57.46	28.46
08-09-2016	26.86	56.36	26.97
07-09-2016	27.70	54.72	26.97
06-09-2016	27.77	53.35	26.97
05-09-2016	27.70	54.45	26.97
01-09-2016	26.93	53.35	28.04
31-08-2016	26.86	52.81	28.84
30-08-2016	25.88	52.26	29.64
29-08-2016	26.16	51.16	30.71
26-08-2016	26.44	52.81	30.71
25-08-2016	26.93	52.81	28.84
24-08-2016	26.51	52.81	28.84
23-08-2016	25.81	52.53	28.30
22-08-2016	24.14	52.53	28.57
19-08-2016	25.19	52.53	28.57
18-08-2016	24.42	54.72	28.30
17-08-2016	22.88	56.36	28.30
16-08-2016	22.67	55.27	28.84
15-08-2016	21.21	52.81	29.11
12-08-2016	19.88	52.26	29.11
11-08-2016	19.88	52.53	29.91
10-08-2016	19.46	50.62	28.57
09-08-2016	19.53	49.52	28.30
08-08-2016	19.46	48.70	27.77
05-08-2016	19.33	47.33	27.24
04-08-2016	19.53	47.61	27.77
03-08-2016	20.02	47.61	26.97
02-08-2016	19.88	48.43	27.50
01-08-2016	19.88	49.52	28.30
29-07-2016	20.16	50.62	28.84
28-07-2016	20.23	50.89	29.37
27-07-2016	19.88	50.89	29.11
26-07-2016	19.60	49.52	28.30
25-07-2016	19.81	49.52	28.30
22-07-2016	19.53	49.52	27.77
21-07-2016	19.26	50.89	29.64
20-07-2016	19.53	50.62	29.37
19-07-2016	19.95	50.89	29.91
18-07-2016	20.23	50.34	29.64
15-07-2016	20.09	50.62	28.84
14-07-2016	20.09	52.53	29.91
13-07-2016	19.81	54.45	30.71
12-07-2016	19.60	55.27	28.84
11-07-2016	19.53	55.27	27.77
08-07-2016	19.53	56.91	27.24
07-07-2016	19.33	58.00	27.24
06-07-2016	19.40	54.45	26.70
05-07-2016	19.40	54.45	26.97
04-07-2016	19.46	55.27	26.28
01-07-2016	19.46	55.27	25.37
30-06-2016	19.53	56.36	25.26
29-06-2016	19.60	53.90	25.26
28-06-2016	19.26	51.71	24.78
27-06-2016	19.40	49.52	24.67
24-06-2016	19.12	50.34	24.99
23-06-2016	19.74	51.44	25.63
22-06-2016	19.67	48.43	24.99
21-06-2016	19.67	47.61	25.10
20-06-2016	19.40	47.33	25.05
17-06-2016	18.28	46.51	25.15
16-06-2016	18.14	48.15	25.47
15-06-2016	18.49	48.15	25.53
14-06-2016	18.49	45.97	25.79
13-06-2016	18.77	45.14	25.85
10-06-2016	18.84	45.42	25.90
09-06-2016	18.70	42.68	25.69
08-06-2016	18.91	42.14	25.58
07-06-2016	19.05	42.41	25.69
06-06-2016	19.05	42.68	25.53
03-06-2016	18.14	42.68	25.26
02-06-2016	18.35	42.41	25.15
01-06-2016	18.35	41.86	25.05
31-05-2016	18.07	41.59	24.94
30-05-2016	18.14	41.86	24.99
27-05-2016	17.87	42.68	24.19
26-05-2016	17.67	42.68	24.19
25-05-2016	17.67	42.96	24.57
24-05-2016	17.60	42.96	24.51
23-05-2016	18.14	42.68	24.62
20-05-2016	18.20	44.05	25.31
19-05-2016	17.94	44.32	25.69
18-05-2016	17.87	44.87	26.17
17-05-2016	17.67	44.87	25.79
16-05-2016	17.46	44.60	25.79
13-05-2016	17.46	44.60	25.42
12-05-2016	17.67	44.34	25.63
11-05-2016	17.80	44.86	26.17
10-05-2016	17.46	44.60	25.95
09-05-2016	17.67	44.86	25.63
06-05-2016	17.87	44.86	25.95
05-05-2016	17.94	45.65	25.15
04-05-2016	17.94	44.34	24.62
29-04-2016	17.67	44.34	24.57
28-04-2016	17.80	44.86	24.67
27-04-2016	17.80	44.86	24.57
26-04-2016	17.67	45.12	25.21
25-04-2016	16.86	44.34	24.51
22-04-2016	16.73	44.86	24.41
21-04-2016	16.66	44.60	22.91
20-04-2016	16.66	44.34	22.86
19-04-2016	16.66	43.81	22.64
15-04-2016	16.79	46.96	22.70
14-04-2016	16.86	47.22	22.59
13-04-2016	16.59	48.27	22.38
12-04-2016	16.73	47.75	22.48
11-04-2016	17.33	48.27	22.22
08-04-2016	17.06	46.96	22.11
07-04-2016	16.32	45.12	22.27
06-04-2016	15.92	45.65	22.43
05-04-2016	15.65	45.12	21.90
04-04-2016	15.65	44.60	21.84
01-04-2016	15.79	44.07	21.84
31-03-2016	15.79	44.07	21.90
30-03-2016	16.05	45.91	22.48
29-03-2016	15.85	45.65	22.43
28-03-2016	15.99	44.86	22.86
25-03-2016	16.12	44.86	22.86
24-03-2016	15.99	45.38	22.48
23-03-2016	15.99	45.65	22.91
22-03-2016	15.92	43.55	23.12
21-03-2016	16.12	43.81	22.91
18-03-2016	16.32	44.60	22.70
17-03-2016	16.12	44.60	22.80
16-03-2016	15.92	43.81	23.07
15-03-2016	16.19	44.60	22.43
14-03-2016	16.59	44.86	22.27
11-03-2016	16.79	45.38	22.22
10-03-2016	16.66	45.65	22.22
09-03-2016	16.66	45.12	22.11
08-03-2016	16.79	44.07	22.22
07-03-2016	16.93	44.60	22.32
04-03-2016	16.32	45.65	22.32
03-03-2016	16.39	45.65	22.22
02-03-2016	16.12	46.70	22.27
01-03-2016	15.99	46.70	21.74
29-02-2016	16.19	46.96	21.90
26-02-2016	16.19	45.65	22.43
25-02-2016	16.32	43.81	22.32
24-02-2016	16.46	43.55	22.59
23-02-2016	15.72	43.55	21.90
22-02-2016	14.78	43.55	21.58
19-02-2016	14.91	41.45	21.42
18-02-2016	14.64	41.45	21.52
17-02-2016	14.37	41.97	21.26
16-02-2016	14.78	41.45	21.52
15-02-2016	14.98	39.35	21.52
05-02-2016	15.18	38.30	21.42
04-02-2016	15.11	38.30	21.36
03-02-2016	15.05	38.30	21.15
02-02-2016	14.64	36.99	21.58
01-02-2016	14.64	34.89	21.74
29-01-2016	14.91	34.63	22.11
28-01-2016	15.05	33.05	21.63
27-01-2016	15.18	33.05	21.63
26-01-2016	14.64	33.05	21.68
25-01-2016	15.11	33.32	22.27
22-01-2016	14.17	32.79	21.15
21-01-2016	14.11	32.79	21.04
20-01-2016	14.37	32.79	21.36
19-01-2016	14.51	33.05	21.52
18-01-2016	14.04	32.27	20.61
15-01-2016	14.04	33.05	21.68
14-01-2016	14.91	33.05	22.32
13-01-2016	15.52	33.58	22.59
12-01-2016	15.52	33.58	22.80
11-01-2016	15.72	33.58	22.38
08-01-2016	15.79	34.10	22.54
07-01-2016	16.19	34.10	22.70
06-01-2016	16.26	34.10	22.96
05-01-2016	16.26	34.10	22.70
04-01-2016	15.79	34.37	23.07
31-12-2015	16.32	34.89	23.44
30-12-2015	16.52	34.89	23.66
29-12-2015	16.46	34.37	23.50
28-12-2015	16.66	33.84	22.70
25-12-2015	16.86	34.10	22.70
24-12-2015	16.93	34.37	22.54
23-12-2015	16.86	34.63	22.64
22-12-2015	17.06	34.63	22.70
21-12-2015	17.26	34.10	22.70
18-12-2015	16.46	34.89	22.00
17-12-2015	17.20	34.37	23.50
16-12-2015	17.46	33.58	23.23
15-12-2015	18.27	33.58	23.07
14-12-2015	19.61	33.32	22.22
11-12-2015	19.01	33.58	22.06
10-12-2015	19.08	33.32	22.00
09-12-2015	18.94	34.37	22.11
08-12-2015	18.74	34.63	23.02
07-12-2015	18.47	34.10	21.79
04-12-2015	18.47	34.89	22.59
03-12-2015	18.47	35.15	22.75
02-12-2015	18.14	35.15	22.54
01-12-2015	17.73	35.15	22.48
30-11-2015	17.46	34.63	22.91
27-11-2015	17.40	34.89	23.66
26-11-2015	17.33	35.15	24.25
25-11-2015	17.13	35.15	24.57
24-11-2015	16.79	35.94	24.67
23-11-2015	16.86	35.94	24.94
20-11-2015	16.86	36.20	25.10
19-11-2015	16.93	36.20	25.10
18-11-2015	16.93	36.20	25.21
17-11-2015	16.46	35.68	25.21
16-11-2015	15.79	35.94	25.15
13-11-2015	15.79	36.47	25.37
12-11-2015	15.79	36.47	25.42
11-11-2015	15.72	36.99	25.47
10-11-2015	15.79	36.73	25.79
09-11-2015	15.79	36.99	26.22
06-11-2015	15.79	36.20	25.63
05-11-2015	15.85	35.68	25.58
04-11-2015	15.99	35.94	25.74
03-11-2015	16.05	36.47	25.74
02-11-2015	15.99	36.47	25.47
30-10-2015	15.65	37.25	25.47
29-10-2015	15.45	37.51	24.94
28-10-2015	15.58	35.94	24.62
27-10-2015	15.58	35.94	24.89
26-10-2015	15.65	35.94	24.94
23-10-2015	15.92	36.47	25.05
22-10-2015	16.12	36.20	24.67
21-10-2015	16.12	36.20	24.35
20-10-2015	16.12	35.68	24.25
19-10-2015	16.32	35.68	24.57
16-10-2015	16.32	35.42	24.94
15-10-2015	16.32	35.15	25.31
14-10-2015	16.32	35.15	25.21
13-10-2015	16.39	35.68	25.58
12-10-2015	16.52	35.42	25.69
09-10-2015	16.46	36.47	24.83
08-10-2015	16.26	36.47	25.05
07-10-2015	16.26	36.73	24.14
06-10-2015	16.59	37.78	24.19
05-10-2015	16.52	36.47	23.23
02-10-2015	16.52	35.15	22.96
01-10-2015	16.52	34.89	22.96
30-09-2015	16.66	34.89	22.91
29-09-2015	16.52	34.10	22.86
28-09-2015	16.73	34.63	22.96
25-09-2015	16.05	34.37	23.50
24-09-2015	15.92	34.10	23.55
23-09-2015	15.99	34.10	23.77
22-09-2015	16.05	34.10	23.82
21-09-2015	15.99	33.84	23.87
18-09-2015	16.32	34.37	23.50
17-09-2015	16.05	33.58	23.28
16-09-2015	15.92	33.84	23.50
15-09-2015	15.52	33.84	22.80
14-09-2015	15.65	34.10	23.07
11-09-2015	16.05	34.10	23.93
10-09-2015	16.05	33.84	24.57
09-09-2015	16.05	34.63	24.46
08-09-2015	16.05	34.63	23.71
07-09-2015	15.99	34.89	22.48
04-09-2015	16.59	34.89	22.43
03-09-2015	16.66	34.63	22.22
01-09-2015	16.86	36.20	22.70
31-08-2015	16.93	36.99	22.70
28-08-2015	17.13	36.99	23.18
27-08-2015	17.13	37.25	22.22
26-08-2015	17.13	35.15	21.90
25-08-2015	16.46	33.84	21.42
24-08-2015	16.26	34.37	21.09
21-08-2015	17.46	36.73	22.64
20-08-2015	17.67	38.04	22.91
19-08-2015	18.07	38.30	23.12
18-08-2015	17.94	38.30	22.70
17-08-2015	17.33	38.56	21.90
14-08-2015	16.86	38.30	23.12
13-08-2015	17.26	38.83	23.50
12-08-2015	18.54	39.09	24.30
11-08-2015	19.14	39.09	25.15
10-08-2015	18.94	39.09	24.78
07-08-2015	18.86	38.83	23.98
06-08-2015	18.86	38.56	24.09
05-08-2015	18.98	38.83	24.62
04-08-2015	18.86	38.83	24.57
03-08-2015	18.67	38.04	25.58
31-07-2015	19.02	38.83	26.65
30-07-2015	18.98	39.88	27.24
29-07-2015	19.37	39.35	27.24
28-07-2015	19.85	40.40	27.50
27-07-2015	18.71	41.97	27.24
24-07-2015	18.39	42.24	26.97
23-07-2015	18.16	40.92	27.50
22-07-2015	18.20	38.30	27.77
21-07-2015	18.04	38.83	26.28
20-07-2015	18.04	38.83	26.38
17-07-2015	18.27	38.56	27.24
16-07-2015	18.27	38.56	27.24
15-07-2015	18.24	38.83	27.24
14-07-2015	18.55	38.56	28.04
13-07-2015	18.24	38.30	28.04
10-07-2015	18.00	38.56	28.04
09-07-2015	17.33	38.56	28.04
08-07-2015	16.98	38.30	27.77
07-07-2015	17.21	38.30	28.84
06-07-2015	16.90	38.56	29.11
03-07-2015	16.86	38.56	29.11
02-07-2015	16.94	38.30	27.50
01-07-2015	16.82	38.56	25.90
30-06-2015	16.82	38.56	26.06
29-06-2015	17.02	39.35	25.10
26-06-2015	16.90	38.83	23.87
25-06-2015	17.29	38.83	24.51
24-06-2015	17.29	38.83	24.51
23-06-2015	17.17	38.30	24.88
22-06-2015	17.06	38.30	24.88
19-06-2015	16.55	38.30	24.30
18-06-2015	16.94	38.30	23.47
17-06-2015	16.90	38.30	23.21
16-06-2015	17.13	38.04	23.26
15-06-2015	17.49	38.04	23.68
12-06-2015	17.21	38.83	22.79
11-06-2015	16.86	38.83	22.84
10-06-2015	16.78	38.83	22.63
09-06-2015	17.06	38.30	23.10
08-06-2015	16.11	38.04	23.68
05-06-2015	15.68	37.78	23.57
04-06-2015	15.64	38.04	23.26
03-06-2015	15.48	38.04	23.26
02-06-2015	15.80	38.04	23.99
01-06-2015	15.92	38.04	23.89
29-05-2015	16.27	38.30	22.63
28-05-2015	16.51	38.83	22.53
27-05-2015	16.39	39.35	22.42
26-05-2015	16.31	39.35	22.47
25-05-2015	15.92	39.88	21.95
22-05-2015	15.80	38.30	22.06
21-05-2015	15.37	38.56	20.91
20-05-2015	15.33	38.30	20.70
19-05-2015	14.70	37.51	20.44
18-05-2015	14.86	37.25	20.17
15-05-2015	15.44	38.30	20.07
14-05-2015	15.64	39.35	20.02
13-05-2015	16.00	38.30	19.91
12-05-2015	16.11	38.30	20.17
11-05-2015	16.19	39.88	20.33
08-05-2015	16.23	40.92	20.23
07-05-2015	16.19	40.92	19.65
06-05-2015	16.15	40.92	19.39
05-05-2015	16.70	40.92	19.44
04-05-2015	16.51	42.44	18.61
27-04-2015	16.90	42.44	18.92
24-04-2015	16.98	43.96	19.44
23-04-2015	17.01	43.96	19.34
22-04-2015	17.24	43.20	19.34
21-04-2015	17.32	43.45	19.18
20-04-2015	17.32	42.95	19.50
17-04-2015	17.48	43.45	19.55
16-04-2015	17.28	43.20	19.50
15-04-2015	17.28	42.44	19.13
14-04-2015	17.36	42.44	19.02
13-04-2015	17.48	42.95	19.02
10-04-2015	17.09	43.96	18.82
09-04-2015	17.05	44.21	18.71
08-04-2015	16.90	44.21	18.55
07-04-2015	16.94	44.46	18.71
06-04-2015	16.94	44.46	18.55
03-04-2015	17.05	44.71	18.66
02-04-2015	17.09	44.71	18.66
01-04-2015	16.90	44.97	18.29
31-03-2015	17.28	45.22	18.35
30-03-2015	17.09	45.47	18.35
27-03-2015	17.28	45.47	18.45
